count,name,artist_mbid,tag,n,clust_x3,clust_x5,clust_x10,clust_x15
4,death metal,ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,death_metal,44,1,4,6,14
4,melodic metalcore,ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,melodic_metalcore,34,1,4,6,14
3,american,ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,american,169,2,2,2,2
100,post-hardcore,9d2fde91-4633-430d-87f0-2b9bbb7fa451,post_hardcore,69,1,4,6,14
80,metalcore,9d2fde91-4633-430d-87f0-2b9bbb7fa451,metalcore,124,2,2,7,8
51,screamo,9d2fde91-4633-430d-87f0-2b9bbb7fa451,screamo,39,1,4,6,14
48,electronic,9d2fde91-4633-430d-87f0-2b9bbb7fa451,electronic,36,3,5,9,11
37,hardcore,9d2fde91-4633-430d-87f0-2b9bbb7fa451,hardcore,186,2,2,4,5
6,british,9d2fde91-4633-430d-87f0-2b9bbb7fa451,british,54,1,1,10,13
5,metal,9d2fde91-4633-430d-87f0-2b9bbb7fa451,metal,168,2,2,7,10
4,emocore,9d2fde91-4633-430d-87f0-2b9bbb7fa451,emocore,14,3,3,5,6
100,metalcore,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce,metalcore,124,2,2,7,8
32,hardcore,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce,hardcore,186,2,2,4,5
23,christian metalcore,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce,christian_metalcore,27,1,4,6,14
22,christian,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce,christian,80,1,4,6,14
17,metal,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce,metal,168,2,2,7,10
6,melodic metalcore,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce,melodic_metalcore,34,1,4,6,14
3,christian metal,5bac9b4f-2f1c-4d39-8d11-231d5b6650ce,christian_metal,16,3,3,5,6
100,metalcore,6778f7b9-5da5-43dc-a890-72d169042723,metalcore,124,2,2,7,8
98,thrash metal,6778f7b9-5da5-43dc-a890-72d169042723,thrash_metal,26,1,4,6,14
33,metal,6778f7b9-5da5-43dc-a890-72d169042723,metal,168,2,2,7,10
32,hardcore,6778f7b9-5da5-43dc-a890-72d169042723,hardcore,186,2,2,4,5
8,american,6778f7b9-5da5-43dc-a890-72d169042723,american,169,2,2,2,2
100,metalcore,24e1b53c-3085-4581-8472-0b0088d2508c,metalcore,124,2,2,7,8
74,metal,24e1b53c-3085-4581-8472-0b0088d2508c,metal,168,2,2,7,10
57,hard rock,24e1b53c-3085-4581-8472-0b0088d2508c,hard_rock,58,1,1,10,13
41,hardcore,24e1b53c-3085-4581-8472-0b0088d2508c,hardcore,186,2,2,4,5
38,rock,24e1b53c-3085-4581-8472-0b0088d2508c,rock,216,2,2,3,3
18,heavy metal,24e1b53c-3085-4581-8472-0b0088d2508c,heavy_metal,50,1,1,10,13
7,alternative metal,24e1b53c-3085-4581-8472-0b0088d2508c,alternative_metal,24,1,1,10,13
7,screamo,24e1b53c-3085-4581-8472-0b0088d2508c,screamo,39,1,4,6,14
6,emo,24e1b53c-3085-4581-8472-0b0088d2508c,emo,36,1,1,1,1
100,blues,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,blues,20,3,3,8,9
28,blues rock,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,blues_rock,11,3,3,8,9
27,jazz,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,jazz,33,3,3,8,9
18,classic rock,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,classic_rock,48,1,1,10,13
4,american,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,american,169,2,2,2,2
3,rock,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,rock,216,2,2,3,3
100,punk,149e6720-4e4a-41a4-afca-6d29083fc091,punk,108,2,2,2,2
93,punk rock,149e6720-4e4a-41a4-afca-6d29083fc091,punk_rock,70,1,1,1,1
28,political,149e6720-4e4a-41a4-afca-6d29083fc091,political,13,3,3,8,9
28,rock,149e6720-4e4a-41a4-afca-6d29083fc091,rock,216,2,2,3,3
21,alternative,149e6720-4e4a-41a4-afca-6d29083fc091,alternative,133,2,2,2,4
10,hardcore,149e6720-4e4a-41a4-afca-6d29083fc091,hardcore,186,2,2,4,5
9,hardcore punk,149e6720-4e4a-41a4-afca-6d29083fc091,hardcore_punk,83,1,4,6,7
7,melodic hardcore,149e6720-4e4a-41a4-afca-6d29083fc091,melodic_hardcore,61,1,4,6,7
5,american,149e6720-4e4a-41a4-afca-6d29083fc091,american,169,2,2,2,2
100,post-rock,1507b368-e660-4c15-af94-3f5603561045,post_rock,51,3,5,9,11
81,instrumental,1507b368-e660-4c15-af94-3f5603561045,instrumental,87,3,5,9,12
69,ambient,1507b368-e660-4c15-af94-3f5603561045,ambient,43,3,5,9,11
46,piano,1507b368-e660-4c15-af94-3f5603561045,piano,44,3,5,9,12
41,acoustic,1507b368-e660-4c15-af94-3f5603561045,acoustic,27,1,1,10,13
12,contemporary classical,1507b368-e660-4c15-af94-3f5603561045,contemporary_classical,21,3,5,9,15
7,american,1507b368-e660-4c15-af94-3f5603561045,american,169,2,2,2,2
6,neoclassical,1507b368-e660-4c15-af94-3f5603561045,neoclassical,14,3,5,9,15
6,experimental,1507b368-e660-4c15-af94-3f5603561045,experimental,48,3,5,9,11
5,post rock,1507b368-e660-4c15-af94-3f5603561045,post_rock,51,3,5,9,11
100,sludge,eeb41a1e-4326-4d04-8c47-0f564ceecd68,sludge,12,3,3,8,9
82,progressive metal,eeb41a1e-4326-4d04-8c47-0f564ceecd68,progressive_metal,18,3,3,8,9
32,metal,eeb41a1e-4326-4d04-8c47-0f564ceecd68,metal,168,2,2,7,10
30,post-rock,eeb41a1e-4326-4d04-8c47-0f564ceecd68,post_rock,51,3,5,9,11
17,post-metal,eeb41a1e-4326-4d04-8c47-0f564ceecd68,post_metal,12,3,3,8,9
6,progressive,eeb41a1e-4326-4d04-8c47-0f564ceecd68,progressive,15,3,3,8,9
87,emo,5f821136-9935-403c-abb5-e78ddda35e9f,emo,36,1,1,1,1
76,rock,5f821136-9935-403c-abb5-e78ddda35e9f,rock,216,2,2,3,3
62,alternative,5f821136-9935-403c-abb5-e78ddda35e9f,alternative,133,2,2,2,4
49,punk,5f821136-9935-403c-abb5-e78ddda35e9f,punk,108,2,2,2,2
37,indie,5f821136-9935-403c-abb5-e78ddda35e9f,indie,74,1,1,1,1
22,pop punk,5f821136-9935-403c-abb5-e78ddda35e9f,pop_punk,48,1,1,1,1
21,alternative rock,5f821136-9935-403c-abb5-e78ddda35e9f,alternative_rock,76,1,1,1,1
16,punk rock,5f821136-9935-403c-abb5-e78ddda35e9f,punk_rock,70,1,1,1,1
11,screamo,5f821136-9935-403c-abb5-e78ddda35e9f,screamo,39,1,4,6,14
8,post-hardcore,5f821136-9935-403c-abb5-e78ddda35e9f,post_hardcore,69,1,4,6,14
100,hip-hop,9beb62b2-88db-4cea-801e-162cd344ee53,hip_hop,24,3,3,8,9
60,rap,9beb62b2-88db-4cea-801e-162cd344ee53,rap,11,3,3,8,9
42,alternative,9beb62b2-88db-4cea-801e-162cd344ee53,alternative,133,2,2,2,4
37,hip hop,9beb62b2-88db-4cea-801e-162cd344ee53,hip_hop,24,3,3,8,9
27,rock,9beb62b2-88db-4cea-801e-162cd344ee53,rock,216,2,2,3,3
13,punk,9beb62b2-88db-4cea-801e-162cd344ee53,punk,108,2,2,2,2
6,80s,9beb62b2-88db-4cea-801e-162cd344ee53,80s,28,1,1,10,13
6,90s,9beb62b2-88db-4cea-801e-162cd344ee53,90s,16,3,3,8,9
100,singer-songwriter,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,singer_songwriter,46,1,1,10,13
82,indie,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,indie,74,1,1,1,1
64,alternative,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,alternative,133,2,2,2,4
57,rock,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,rock,216,2,2,3,3
48,piano,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,piano,44,3,5,9,12
20,indie rock,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,indie_rock,27,1,1,10,13
14,pop,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,pop,54,1,1,10,13
9,american,51b7f46f-6c0f-46f2-9496-08c9ec2624d4,american,169,2,2,2,2
100,alternative,abe2669a-a612-4bf6-9193-bb4f4b8a9088,alternative,133,2,2,2,4
86,rock,abe2669a-a612-4bf6-9193-bb4f4b8a9088,rock,216,2,2,3,3
85,indie,abe2669a-a612-4bf6-9193-bb4f4b8a9088,indie,74,1,1,1,1
63,piano,abe2669a-a612-4bf6-9193-bb4f4b8a9088,piano,44,3,5,9,12
28,indie rock,abe2669a-a612-4bf6-9193-bb4f4b8a9088,indie_rock,27,1,1,10,13
22,singer-songwriter,abe2669a-a612-4bf6-9193-bb4f4b8a9088,singer_songwriter,46,1,1,10,13
20,pop,abe2669a-a612-4bf6-9193-bb4f4b8a9088,pop,54,1,1,10,13
18,alternative rock,abe2669a-a612-4bf6-9193-bb4f4b8a9088,alternative_rock,76,1,1,1,1
100,folk,534dda3c-b73f-408b-8889-bd68eae84df6,folk,37,1,1,10,13
81,acoustic,534dda3c-b73f-408b-8889-bd68eae84df6,acoustic,27,1,1,10,13
79,singer-songwriter,534dda3c-b73f-408b-8889-bd68eae84df6,singer_songwriter,46,1,1,10,13
60,british,534dda3c-b73f-408b-8889-bd68eae84df6,british,54,1,1,10,13
53,indie,534dda3c-b73f-408b-8889-bd68eae84df6,indie,74,1,1,1,1
4,male vocalists,534dda3c-b73f-408b-8889-bd68eae84df6,male_vocalists,19,3,3,8,9
4,folk rock,534dda3c-b73f-408b-8889-bd68eae84df6,folk_rock,12,3,3,8,9
3,alternative,534dda3c-b73f-408b-8889-bd68eae84df6,alternative,133,2,2,2,4
100,rnb,859d0860-d480-4efd-970c-c05d5f1776b8,rnb,13,3,3,8,9
91,pop,859d0860-d480-4efd-970c-c05d5f1776b8,pop,54,1,1,10,13
70,female vocalists,859d0860-d480-4efd-970c-c05d5f1776b8,female_vocalists,31,1,1,10,13
56,soul,859d0860-d480-4efd-970c-c05d5f1776b8,soul,23,3,3,8,9
45,hip-hop,859d0860-d480-4efd-970c-c05d5f1776b8,hip_hop,24,3,3,8,9
9,american,859d0860-d480-4efd-970c-c05d5f1776b8,american,169,2,2,2,2
100,soundtrack,d59c4cda-11d9-48db-8bfe-b557ee602aed,soundtrack,14,3,5,9,15
56,classical,d59c4cda-11d9-48db-8bfe-b557ee602aed,classical,48,3,5,9,12
51,instrumental,d59c4cda-11d9-48db-8bfe-b557ee602aed,instrumental,87,3,5,9,12
26,composers,d59c4cda-11d9-48db-8bfe-b557ee602aed,composers,29,3,5,9,12
13,composer,d59c4cda-11d9-48db-8bfe-b557ee602aed,composer,35,3,5,9,12
5,american,d59c4cda-11d9-48db-8bfe-b557ee602aed,american,169,2,2,2,2
94,sludge,e9ff4359-f236-4d86-840b-3fe6ffcc4bfb,sludge,12,3,3,8,9
65,experimental,e9ff4359-f236-4d86-840b-3fe6ffcc4bfb,experimental,48,3,5,9,11
55,hardcore,e9ff4359-f236-4d86-840b-3fe6ffcc4bfb,hardcore,186,2,2,4,5
53,ambient,e9ff4359-f236-4d86-840b-3fe6ffcc4bfb,ambient,43,3,5,9,11
25,modern classical,e9ff4359-f236-4d86-840b-3fe6ffcc4bfb,modern_classical,16,3,5,9,15
25,post-hardcore,e9ff4359-f236-4d86-840b-3fe6ffcc4bfb,post_hardcore,69,1,4,6,14
17,metal,e9ff4359-f236-4d86-840b-3fe6ffcc4bfb,metal,168,2,2,7,10
100,heavy metal,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,heavy_metal,50,1,1,10,13
60,hard rock,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,hard_rock,58,1,1,10,13
47,classic rock,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,classic_rock,48,1,1,10,13
44,metal,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,metal,168,2,2,7,10
30,rock,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,rock,216,2,2,3,3
10,british,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,british,54,1,1,10,13
7,70s,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,70s,26,1,1,10,13
100,folk,aeee5fe5-38f5-41bc-8ab8-9f9aa23e4f68,folk,37,1,1,10,13
71,folk rock,aeee5fe5-38f5-41bc-8ab8-9f9aa23e4f68,folk_rock,12,3,3,8,9
18,female vocalists,aeee5fe5-38f5-41bc-8ab8-9f9aa23e4f68,female_vocalists,31,1,1,10,13
13,rock,aeee5fe5-38f5-41bc-8ab8-9f9aa23e4f68,rock,216,2,2,3,3
8,british,aeee5fe5-38f5-41bc-8ab8-9f9aa23e4f68,british,54,1,1,10,13
6,progressive rock,aeee5fe5-38f5-41bc-8ab8-9f9aa23e4f68,progressive_rock,18,3,3,8,9
4,acoustic,aeee5fe5-38f5-41bc-8ab8-9f9aa23e4f68,acoustic,27,1,1,10,13
100,metalcore,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,metalcore,124,2,2,7,8
39,hardcore,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,hardcore,186,2,2,4,5
23,metal,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,metal,168,2,2,7,10
15,death metal,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,death_metal,44,1,4,6,14
9,screamo,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,screamo,39,1,4,6,14
7,melodic death metal,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,melodic_death_metal,31,1,4,6,14
4,straight edge,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,straight_edge,62,1,4,6,7
4,american,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,american,169,2,2,2,2
3,melodic metalcore,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,melodic_metalcore,34,1,4,6,14
3,deathcore,55fd865d-4a0d-4fd0-af19-7e6feb168ab8,deathcore,21,3,3,5,6
100,metalcore,5202060e-b20b-484e-a6d1-af9c7870c76f,metalcore,124,2,2,7,8
34,hardcore,5202060e-b20b-484e-a6d1-af9c7870c76f,hardcore,186,2,2,4,5
30,metal,5202060e-b20b-484e-a6d1-af9c7870c76f,metal,168,2,2,7,10
26,christian,5202060e-b20b-484e-a6d1-af9c7870c76f,christian,80,1,4,6,14
11,heavy metal,5202060e-b20b-484e-a6d1-af9c7870c76f,heavy_metal,50,1,1,10,13
9,christian metalcore,5202060e-b20b-484e-a6d1-af9c7870c76f,christian_metalcore,27,1,4,6,14
9,canadian,5202060e-b20b-484e-a6d1-af9c7870c76f,canadian,19,3,3,8,9
7,hard rock,5202060e-b20b-484e-a6d1-af9c7870c76f,hard_rock,58,1,1,10,13
100,punk rock,0743b15a-3c32-48c8-ad58-cb325350befa,punk_rock,70,1,1,1,1
78,pop punk,0743b15a-3c32-48c8-ad58-cb325350befa,pop_punk,48,1,1,1,1
72,punk,0743b15a-3c32-48c8-ad58-cb325350befa,punk,108,2,2,2,2
56,rock,0743b15a-3c32-48c8-ad58-cb325350befa,rock,216,2,2,3,3
42,alternative,0743b15a-3c32-48c8-ad58-cb325350befa,alternative,133,2,2,2,4
10,pop-punk,0743b15a-3c32-48c8-ad58-cb325350befa,pop_punk,48,1,1,1,1
10,alternative rock,0743b15a-3c32-48c8-ad58-cb325350befa,alternative_rock,76,1,1,1,1
8,emo,0743b15a-3c32-48c8-ad58-cb325350befa,emo,36,1,1,1,1
6,american,0743b15a-3c32-48c8-ad58-cb325350befa,american,169,2,2,2,2
100,rock,b2dbfc09-b332-408b-a235-1850e41971c5,rock,216,2,2,3,3
89,alternative,b2dbfc09-b332-408b-a235-1850e41971c5,alternative,133,2,2,2,4
75,alternative rock,b2dbfc09-b332-408b-a235-1850e41971c5,alternative_rock,76,1,1,1,1
63,punk,b2dbfc09-b332-408b-a235-1850e41971c5,punk,108,2,2,2,2
23,punk rock,b2dbfc09-b332-408b-a235-1850e41971c5,punk_rock,70,1,1,1,1
9,american,b2dbfc09-b332-408b-a235-1850e41971c5,american,169,2,2,2,2
100,metalcore,75bc0a18-f658-4f55-bea1-0379860e1769,metalcore,124,2,2,7,8
70,hardcore,75bc0a18-f658-4f55-bea1-0379860e1769,hardcore,186,2,2,4,5
24,female vocalists,75bc0a18-f658-4f55-bea1-0379860e1769,female_vocalists,31,1,1,10,13
23,christian,75bc0a18-f658-4f55-bea1-0379860e1769,christian,80,1,4,6,14
18,metal,75bc0a18-f658-4f55-bea1-0379860e1769,metal,168,2,2,7,10
10,christian hardcore,75bc0a18-f658-4f55-bea1-0379860e1769,christian_hardcore,18,3,3,5,6
9,christian metalcore,75bc0a18-f658-4f55-bea1-0379860e1769,christian_metalcore,27,1,4,6,14
7,melodic hardcore,75bc0a18-f658-4f55-bea1-0379860e1769,melodic_hardcore,61,1,4,6,7
5,usa,75bc0a18-f658-4f55-bea1-0379860e1769,usa,10,3,3,8,9
100,folk,72c536dc-7137-4477-a521-567eeb840fa8,folk,37,1,1,10,13
70,singer-songwriter,72c536dc-7137-4477-a521-567eeb840fa8,singer_songwriter,46,1,1,10,13
65,classic rock,72c536dc-7137-4477-a521-567eeb840fa8,classic_rock,48,1,1,10,13
53,folk rock,72c536dc-7137-4477-a521-567eeb840fa8,folk_rock,12,3,3,8,9
45,rock,72c536dc-7137-4477-a521-567eeb840fa8,rock,216,2,2,3,3
17,blues,72c536dc-7137-4477-a521-567eeb840fa8,blues,20,3,3,8,9
14,60s,72c536dc-7137-4477-a521-567eeb840fa8,60s,15,3,3,8,9
6,american,72c536dc-7137-4477-a521-567eeb840fa8,american,169,2,2,2,2
6,acoustic,72c536dc-7137-4477-a521-567eeb840fa8,acoustic,27,1,1,10,13
18,ska,c33627c6-ef0d-49de-9ef0-c4804190040f,ska,11,3,3,8,9
12,rock,c33627c6-ef0d-49de-9ef0-c4804190040f,rock,216,2,2,3,3
4,classic rock,c33627c6-ef0d-49de-9ef0-c4804190040f,classic_rock,48,1,1,10,13
3,singer-songwriter,c33627c6-ef0d-49de-9ef0-c4804190040f,singer_songwriter,46,1,1,10,13
19,ska,c296e10c-110a-4103-9e77-47bfebb7fb2e,ska,11,3,3,8,9
10,classic rock,c296e10c-110a-4103-9e77-47bfebb7fb2e,classic_rock,48,1,1,10,13
4,rock,c296e10c-110a-4103-9e77-47bfebb7fb2e,rock,216,2,2,3,3
4,70s,c296e10c-110a-4103-9e77-47bfebb7fb2e,70s,26,1,1,10,13
100,jazz,a996b5bd-db99-4257-b036-336f63448aa2,jazz,33,3,3,8,9
27,singer-songwriter,a996b5bd-db99-4257-b036-336f63448aa2,singer_songwriter,46,1,1,10,13
8,male vocalists,a996b5bd-db99-4257-b036-336f63448aa2,male_vocalists,19,3,3,8,9
7,american,a996b5bd-db99-4257-b036-336f63448aa2,american,169,2,2,2,2
5,80s,a996b5bd-db99-4257-b036-336f63448aa2,80s,28,1,1,10,13
100,hardcore,36934b6c-0232-43e3-92dc-95b6659fe546,hardcore,186,2,2,4,5
45,metalcore,36934b6c-0232-43e3-92dc-95b6659fe546,metalcore,124,2,2,7,8
20,moshcore,36934b6c-0232-43e3-92dc-95b6659fe546,moshcore,21,3,3,5,6
11,metal,36934b6c-0232-43e3-92dc-95b6659fe546,metal,168,2,2,7,10
3,beatdown,36934b6c-0232-43e3-92dc-95b6659fe546,beatdown,15,3,3,5,6
3,thrash metal,36934b6c-0232-43e3-92dc-95b6659fe546,thrash_metal,26,1,4,6,14
3,beatdown hardcore,36934b6c-0232-43e3-92dc-95b6659fe546,beatdown_hardcore,13,3,3,5,6
2,hardcore punk,36934b6c-0232-43e3-92dc-95b6659fe546,hardcore_punk,83,1,4,6,7
100,christian,ae35350d-73e0-4fbd-8a4d-ea27c0511c37,christian,80,1,4,6,14
97,worship,ae35350d-73e0-4fbd-8a4d-ea27c0511c37,worship,13,3,3,8,9
12,christian rock,ae35350d-73e0-4fbd-8a4d-ea27c0511c37,christian_rock,24,1,1,10,13
100,metalcore,58a258a9-2553-44df-b7f0-bf722ff28279,metalcore,124,2,2,7,8
60,hardcore,58a258a9-2553-44df-b7f0-bf722ff28279,hardcore,186,2,2,4,5
22,melodic metalcore,58a258a9-2553-44df-b7f0-bf722ff28279,melodic_metalcore,34,1,4,6,14
12,metal,58a258a9-2553-44df-b7f0-bf722ff28279,metal,168,2,2,7,10
10,melodic death metal,58a258a9-2553-44df-b7f0-bf722ff28279,melodic_death_metal,31,1,4,6,14
9,melodic hardcore,58a258a9-2553-44df-b7f0-bf722ff28279,melodic_hardcore,61,1,4,6,7
3,screamo,58a258a9-2553-44df-b7f0-bf722ff28279,screamo,39,1,4,6,14
3,death metal,58a258a9-2553-44df-b7f0-bf722ff28279,death_metal,44,1,4,6,14
2,punk,58a258a9-2553-44df-b7f0-bf722ff28279,punk,108,2,2,2,2
100,deathcore,074e3847-f67f-49f9-81f1-8c8cea147e8e,deathcore,21,3,3,5,6
89,metalcore,074e3847-f67f-49f9-81f1-8c8cea147e8e,metalcore,124,2,2,7,8
41,hardcore,074e3847-f67f-49f9-81f1-8c8cea147e8e,hardcore,186,2,2,4,5
40,screamo,074e3847-f67f-49f9-81f1-8c8cea147e8e,screamo,39,1,4,6,14
25,metal,074e3847-f67f-49f9-81f1-8c8cea147e8e,metal,168,2,2,7,10
13,post-hardcore,074e3847-f67f-49f9-81f1-8c8cea147e8e,post_hardcore,69,1,4,6,14
7,british,074e3847-f67f-49f9-81f1-8c8cea147e8e,british,54,1,1,10,13
6,death metal,074e3847-f67f-49f9-81f1-8c8cea147e8e,death_metal,44,1,4,6,14
3,emo,074e3847-f67f-49f9-81f1-8c8cea147e8e,emo,36,1,1,1,1
100,pop,56ccd34b-6167-441f-9a8b-dce55c419022,pop,54,1,1,10,13
93,singer-songwriter,56ccd34b-6167-441f-9a8b-dce55c419022,singer_songwriter,46,1,1,10,13
42,christian,56ccd34b-6167-441f-9a8b-dce55c419022,christian,80,1,4,6,14
39,female vocalists,56ccd34b-6167-441f-9a8b-dce55c419022,female_vocalists,31,1,1,10,13
14,acoustic,56ccd34b-6167-441f-9a8b-dce55c419022,acoustic,27,1,1,10,13
12,folk,56ccd34b-6167-441f-9a8b-dce55c419022,folk,37,1,1,10,13
12,worship,56ccd34b-6167-441f-9a8b-dce55c419022,worship,13,3,3,8,9
100,pop,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,pop,54,1,1,10,13
63,rnb,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,rnb,13,3,3,8,9
47,male vocalists,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,male_vocalists,19,3,3,8,9
10,soul,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,soul,23,3,3,8,9
8,american,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,american,169,2,2,2,2
7,singer-songwriter,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,singer_songwriter,46,1,1,10,13
4,funk,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,funk,14,3,3,8,9
100,rock,4dbf5678-7a31-406a-abbe-232f8ac2cd63,rock,216,2,2,3,3
71,classic rock,4dbf5678-7a31-406a-abbe-232f8ac2cd63,classic_rock,48,1,1,10,13
54,80s,4dbf5678-7a31-406a-abbe-232f8ac2cd63,80s,28,1,1,10,13
46,pop,4dbf5678-7a31-406a-abbe-232f8ac2cd63,pop,54,1,1,10,13
40,canadian,4dbf5678-7a31-406a-abbe-232f8ac2cd63,canadian,19,3,3,8,9
12,singer-songwriter,4dbf5678-7a31-406a-abbe-232f8ac2cd63,singer_songwriter,46,1,1,10,13
10,90s,4dbf5678-7a31-406a-abbe-232f8ac2cd63,90s,16,3,3,8,9
8,male vocalists,4dbf5678-7a31-406a-abbe-232f8ac2cd63,male_vocalists,19,3,3,8,9
100,indie rock,b41b38d4-ef3e-4f37-8c75-cfe9af999696,indie_rock,27,1,1,10,13
73,alternative,b41b38d4-ef3e-4f37-8c75-cfe9af999696,alternative,133,2,2,2,4
68,rock,b41b38d4-ef3e-4f37-8c75-cfe9af999696,rock,216,2,2,3,3
59,indie,b41b38d4-ef3e-4f37-8c75-cfe9af999696,indie,74,1,1,1,1
44,punk rock,b41b38d4-ef3e-4f37-8c75-cfe9af999696,punk_rock,70,1,1,1,1
26,alternative rock,b41b38d4-ef3e-4f37-8c75-cfe9af999696,alternative_rock,76,1,1,1,1
11,american,b41b38d4-ef3e-4f37-8c75-cfe9af999696,american,169,2,2,2,2
7,punk,b41b38d4-ef3e-4f37-8c75-cfe9af999696,punk,108,2,2,2,2
5,blues rock,b41b38d4-ef3e-4f37-8c75-cfe9af999696,blues_rock,11,3,3,8,9
100,metalcore,7bace718-5f56-4311-9568-e46a70830605,metalcore,124,2,2,7,8
26,hardcore,7bace718-5f56-4311-9568-e46a70830605,hardcore,186,2,2,4,5
18,metal,7bace718-5f56-4311-9568-e46a70830605,metal,168,2,2,7,10
16,german,7bace718-5f56-4311-9568-e46a70830605,german,26,3,5,9,15
4,melodic metalcore,7bace718-5f56-4311-9568-e46a70830605,melodic_metalcore,34,1,4,6,14
4,melodic death metal,7bace718-5f56-4311-9568-e46a70830605,melodic_death_metal,31,1,4,6,14
3,death metal,7bace718-5f56-4311-9568-e46a70830605,death_metal,44,1,4,6,14
2,screamo,7bace718-5f56-4311-9568-e46a70830605,screamo,39,1,4,6,14
2,deathcore,7bace718-5f56-4311-9568-e46a70830605,deathcore,21,3,3,5,6
100,hardcore,c0b8d1b1-af47-4765-8c53-ad4a74066e93,hardcore,186,2,2,4,5
55,straight edge,c0b8d1b1-af47-4765-8c53-ad4a74066e93,straight_edge,62,1,4,6,7
32,melodic hardcore,c0b8d1b1-af47-4765-8c53-ad4a74066e93,melodic_hardcore,61,1,4,6,7
22,hardcore punk,c0b8d1b1-af47-4765-8c53-ad4a74066e93,hardcore_punk,83,1,4,6,7
20,straight edge hardcore,c0b8d1b1-af47-4765-8c53-ad4a74066e93,straight_edge_hardcore,21,3,3,5,6
5,oldschool hardcore,c0b8d1b1-af47-4765-8c53-ad4a74066e93,oldschool_hardcore,16,3,3,5,6
5,punk,c0b8d1b1-af47-4765-8c53-ad4a74066e93,punk,108,2,2,2,2
4,sxe,c0b8d1b1-af47-4765-8c53-ad4a74066e93,straight_edge,62,1,4,6,7
3,american,c0b8d1b1-af47-4765-8c53-ad4a74066e93,american,169,2,2,2,2
3,metalcore,c0b8d1b1-af47-4765-8c53-ad4a74066e93,metalcore,124,2,2,7,8
100,post-rock,f8a5d80c-a6b7-414c-9482-c5d710171622,post_rock,51,3,5,9,11
52,instrumental,f8a5d80c-a6b7-414c-9482-c5d710171622,instrumental,87,3,5,9,12
28,experimental,f8a5d80c-a6b7-414c-9482-c5d710171622,experimental,48,3,5,9,11
17,post rock,f8a5d80c-a6b7-414c-9482-c5d710171622,post_rock,51,3,5,9,11
13,indie,f8a5d80c-a6b7-414c-9482-c5d710171622,indie,74,1,1,1,1
6,ambient,f8a5d80c-a6b7-414c-9482-c5d710171622,ambient,43,3,5,9,11
4,shoegaze,f8a5d80c-a6b7-414c-9482-c5d710171622,shoegaze,12,3,3,8,9
4,american,f8a5d80c-a6b7-414c-9482-c5d710171622,american,169,2,2,2,2
3,rock,f8a5d80c-a6b7-414c-9482-c5d710171622,rock,216,2,2,3,3
100,christian,51013eb4-dcd1-4fd2-945c-e5cf1eb85e84,christian,80,1,4,6,14
70,christian rock,51013eb4-dcd1-4fd2-945c-e5cf1eb85e84,christian_rock,24,1,1,10,13
